Location Code,Region Code,Bldg Address1,Bldg Address2,Bldg City,Bldg County,Bldg State,Bldg Zip,Congressional District,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag 
FL3183,"4","14675 SW 120TH ST"," ","MIAMI","MIAMI-DADE",FL,331868638, ,ACTIVE,BUILDING,44870,329,LEASED,01-Aug-2008,Field Not In Use,Not Evaluated,Yes
FL3184,"4","8801 NW 7TH AVE"," ","MIAMI","MIAMI-DADE",FL,331502303, ,ACTIVE,BUILDING,57732,378,LEASED,01-Aug-2008,Field Not In Use,Not Evaluated,Yes
FL3185,"4","5880 NW 183RD ST"," ","HIALEAH","MIAMI-DADE",FL,330156023, ,ACTIVE,BUILDING,43937,324,LEASED,01-Aug-2008,Field Not In Use,Not Evaluated,Yes
FL3186,"4","4451 NW 31ST AVE"," ","OAKLAND PARK","BROWARD",FL,333093401, ,ACTIVE,BUILDING,44870,319,LEASED,04-Aug-2008,Field Not In Use,Not Evaluated,Yes
FL3187,"4","7915 BAYMEADOWS WAY"," ","JACKSONVILLE","DUVAL",FL,322567579, ,ACTIVE,BUILDING,7400,29,LEASED,01-Jun-2008,Field Not In Use,Not Evaluated,Yes
FL3191,"4","1395 HAVENDALE BLVD NW"," ","WINTER HAVEN","POLK",FL,338811336, ,ACTIVE,BUILDING,11066,55,LEASED,01-Jun-2008,Field Not In Use,Not Evaluated,Yes
FL3196,"4","1645 BISCAYNE BLVD"," ","MIAMI","MIAMI-DADE",FL,331321217, ,ACTIVE,BUILDING,23157,51,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3198,"4","3116 CAPITAL CIR NE"," ","TALLAHASSEE","LEON",FL,323087790, ,ACTIVE,BUILDING,1350,6,LEASED,01-May-2000,Field Not In Use,Not Evaluated,Yes
FL3202,"4","2975 S HORSESHOE DR"," ","NAPLES","COLLIER",FL,34104, ,ACTIVE,BUILDING,4862,0,LEASED,01-Sep-2007,Field Not In Use,Not Evaluated,Yes
FL3203,"4","7185 BONNEVAL RD"," ","JACKSONVILLE","DUVAL",FL,322567578, ,ACTIVE,BUILDING,24794,116,LEASED,25-Aug-2008,Field Not In Use,Not Evaluated,Yes
FL3204,"4","2428 OLD MOULTRIE RD"," ","SAINT AUGUSTINE","ST JOHNS",FL,320865286, ,ACTIVE,BUILDING,6353,27,LEASED,30-May-2009,Field Not In Use,Not Evaluated,Yes
FL3206,"4","12900 SW 128TH ST","SUITE 100","MIAMI","MIAMI-DADE",FL,331866273, ,ACTIVE,BUILDING,5850,40,LEASED,30-Jun-2000,Field Not In Use,Not Evaluated,Yes
FL3210,"4","2895 SW 145TH AVE"," ","MIRAMAR","BROWARD",FL,330276600, ,ACTIVE,BUILDING,67110,360,LEASED,24-Aug-2008,Field Not In Use,Not Evaluated,Yes
FL3214,"4","3725 SE 14TH CT"," ","HOMESTEAD","MIAMI-DADE",FL,33035, ,ACTIVE,BUILDING,6408,15,LEASED,04-Sep-2008,Field Not In Use,Not Evaluated,Yes
FL3220,"4","12481 GATEWAY BLVD"," ","FORT MYERS","LEE",FL,339138010, ,ACTIVE,BUILDING,14175,10,LEASED,22-Dec-2008,Field Not In Use,Not Evaluated,Yes
FL3221,"4","101 COMMERCE ST"," ","LAKE MARY","SEMINOLE",FL,327467108, ,ACTIVE,BUILDING,13906,64,LEASED,01-May-2000,Field Not In Use,Not Evaluated,Yes
FL3226,"4","28000 AIRPORT RD"," ","PUNTA GORDA","CHARLOTTE",FL,339822453, ,ACTIVE,BUILDING,1564,3,LEASED,05-Dec-2007,Field Not In Use,Not Evaluated,Yes
FL3231,"4","2055 WOOD ST"," ","SARASOTA","SARASOTA",FL,342377903, ,ACTIVE,BUILDING,710,1,LEASED,06-Feb-2004,Field Not In Use,Not Evaluated,Yes
FL3241,"4","6680 CORPORATE CENTRE BLVD"," ","ORLANDO","ORANGE",FL,328221550, ,ACTIVE,BUILDING,41536,100,LEASED,15-Apr-2008,Field Not In Use,Not Evaluated,Yes
FL3246,"4","2805 SW 145TH AVE"," ","MIRAMAR","BROWARD",FL,330274145, ,ACTIVE,BUILDING,29130,307,LEASED,28-Sep-2010,Field Not In Use,Not Evaluated,Yes
FL3248,"4","1800 NE 7TH AVE"," ","DANIA BEACH","BROWARD",FL,330042500, ,ACTIVE,BUILDING,30167,85,LEASED,01-Apr-2008,Field Not In Use,Not Evaluated,Yes
FL3249,"4","1348 SW BASCOM NORRIS DR"," ","LAKE CITY","COLUMBIA",FL,320254914, ,ACTIVE,BUILDING,8202,54,LEASED,01-Dec-2008,Field Not In Use,Not Evaluated,Yes
FL3250,"4","1715 W NASA BLVD"," ","MELBOURNE","BREVARD",FL,329012611, ,ACTIVE,BUILDING,18508,110,LEASED,01-Mar-2010,Field Not In Use,Not Evaluated,Yes
FL3253,"4","390 N ORANGE AVE"," ","ORLANDO","ORANGE",FL,328011640, ,ACTIVE,BUILDING,29565,27,LEASED,01-Jan-1987,Field Not In Use,Not Evaluated,Yes
FL3254,"4","11230 NW 20TH ST"," ","MIAMI","MIAMI-DADE",FL,331721824, ,ACTIVE,BUILDING,28973,63,LEASED,15-May-2009,Field Not In Use,Not Evaluated,Yes
FL3256,"4","2100 N COMMERCE PKWY"," ","WESTON","BROWARD",FL,333263234, ,ACTIVE,BUILDING,116089,480,LEASED,18-Aug-2008,Field Not In Use,Not Evaluated,Yes
FL3263,"4","139 BEAL PKWY SE"," ","FORT WALTON BEACH","OKALOOSA",FL,325485333, ,ACTIVE,BUILDING,1620,3,LEASED,15-Apr-2009,Field Not In Use,Not Evaluated,Yes
FL3266,"4","310 CANAVERAL GROVES"," ","COCOA","BREVARD",FL,329265963, ,ACTIVE,BUILDING,5492,32,LEASED,15-Aug-2009,Field Not In Use,Not Evaluated,Yes
FL3267,"4","11410 NW 20TH ST"," ","MIAMI","MIAMI-DADE",FL,331721846, ,ACTIVE,BUILDING,41837,137,LEASED,01-Feb-2009,Field Not In Use,Not Evaluated,Yes
FL3268,"4","6213 AVIATION AVE"," ","JACKSONVILLE","DUVAL",FL,322218113, ,ACTIVE,BUILDING,31186,65,LEASED,30-Jun-1978,Field Not In Use,Not Evaluated,Yes
FL3269,"4","83 N PARK PLACE BLVD"," ","CLEARWATER","PINELLAS",FL,337593925, ,ACTIVE,BUILDING,11556,17,LEASED,01-Jan-2009,Field Not In Use,Not Evaluated,Yes
FL3271,"4","9300 BELVEDERE RD"," ","ROYAL PALM BEACH","PALM BEACH",FL,334113635, ,ACTIVE,BUILDING,37308,43,LEASED,27-Jan-2009,Field Not In Use,Not Evaluated,Yes
FL3279,"4","7180 N 9TH AVE"," ","PENSACOLA","ESCAMBIA",FL,325049998, ,ACTIVE,BUILDING,10531,7,LEASED,01-Aug-2009,Field Not In Use,Not Evaluated,Yes
FL3281,"4","2639 N MONROE ST","BUILDING A,SUITE 200","TALLAHASSEE","LEON",FL,323034073, ,ACTIVE,BUILDING,3802,38,LEASED,01-Jun-2005,Field Not In Use,Not Evaluated,Yes
FL3282,"4","36630 ADAIR RD"," ","DADE CITY","PASCO",FL,335254996, ,ACTIVE,BUILDING,7405,0,LEASED,06-Apr-2009,Field Not In Use,Not Evaluated,Yes
FL3284,"4","109 N 2ND ST"," ","FORT PIERCE","ST LUCIE",FL,349504404, ,ACTIVE,BUILDING,2154,5,LEASED,01-Jun-1960,Field Not In Use,Not Evaluated,Yes
FL3285,"4","4210 METRO PKWY"," ","FORT MYERS","LEE",FL,339169487, ,ACTIVE,BUILDING,18341,10,LEASED,01-Jun-2009,Field Not In Use,Not Evaluated,Yes
FL3286,"4","2118 BAY ST"," ","FORT MYERS","LEE",FL,339012829, ,ACTIVE,STRUCTURE,0,3,LEASED,01-Jun-2009,Field Not In Use,Not Evaluated,Yes
FL3291,"4","2205 NW 132ND PL"," ","MIAMI","MIAMI-DADE",FL,331821899, ,ACTIVE,BUILDING,43578,194,LEASED,09-Aug-2011,Field Not In Use,Not Evaluated,Yes
FL3302,"4","830 CENTRAL AVE"," ","SAINT PETERSBURG","PINELLAS",FL,337013622, ,ACTIVE,BUILDING,41766,185,LEASED,01-Aug-2009,Field Not In Use,Not Evaluated,Yes
FL3303,"4","724 20TH ST"," ","VERO BEACH","INDIAN RIVER",FL,329605442, ,ACTIVE,BUILDING,5206,47,LEASED,30-Aug-2009,Field Not In Use,Not Evaluated,Yes
FL3310,"4","5195 COCONUT CREEK PKWY"," ","POMPANO BEACH","BROWARD",FL,330633914, ,ACTIVE,BUILDING,13773,0,LEASED,30-Aug-2009,Field Not In Use,Not Evaluated,Yes
FL3311,"4","3201 W COMMERCIAL BLVD"," ","FORT LAUDERDALE","BROWARD",FL,333093452, ,ACTIVE,BUILDING,14084,75,LEASED,30-Nov-2009,Field Not In Use,Not Evaluated,Yes
FL3312,"4","5540 SR-64 E","SUITE 100","BRADENTON","MANATEE",FL,34208, ,ACTIVE,BUILDING,10182,0,LEASED,30-Jun-2009,Field Not In Use,Not Evaluated,Yes
FL3314,"4","35 SE 1ST AVE"," ","OCALA","MARION",FL,344712157, ,ACTIVE,BUILDING,8106,1,LEASED,30-Aug-2009,Field Not In Use,Not Evaluated,Yes
FL3317,"4","7178 BAYMEADOWS WAY"," ","JACKSONVILLE","DUVAL",FL,32256, ,ACTIVE,BUILDING,29126,116,LEASED,04-Jul-2009,Field Not In Use,Not Evaluated,Yes
FL3319,"4","1961 QUAIL GROVE LN"," ","TALLAHASSEE","LEON",FL,323112714, ,ACTIVE,BUILDING,11164,67,LEASED,01-Nov-2010,Field Not In Use,Not Evaluated,Yes
FL3322,"4","5955 T G LEE BLVD"," ","ORLANDO","ORANGE",FL,328224415, ,ACTIVE,BUILDING,3548,5,LEASED,01-Jun-2007,Field Not In Use,Not Evaluated,Yes
FL3324,"4","400 S AUSTRALIAN AVE"," ","WEST PALM BEACH","PALM BEACH",FL,334015004, ,ACTIVE,BUILDING,2300,8,LEASED,01-Sep-2000,Field Not In Use,Not Evaluated,Yes
FL3326,"4","7715 NW 48TH ST"," ","DORAL","MIAMI-DADE",FL,331665455, ,ACTIVE,BUILDING,8333,29,LEASED,24-Sep-2009,Field Not In Use,Not Evaluated,Yes
FL3328,"4","1515 N FEDERAL HWY"," ","BOCA RATON","PALM BEACH",FL,334321911, ,ACTIVE,BUILDING,3738,18,LEASED,15-Dec-2010,Field Not In Use,Not Evaluated,Yes
FL3329,"4","7785 ELLIS RD"," ","MELBOURNE","BREVARD",FL,329041105, ,ACTIVE,BUILDING,1620,0,LEASED,01-Jan-2003,Field Not In Use,Not Evaluated,Yes
FL3333,"4","3200 MERIDIAN PKWY"," ","WESTON","BROWARD",FL,333313502, ,ACTIVE,BUILDING,74996,42,LEASED,01-Mar-2010,Field Not In Use,Not Evaluated,Yes
FL3336,"4","375 COMMERCE PKWY"," ","ROCKLEDGE","BREVARD",FL,329554201, ,ACTIVE,BUILDING,12813,13,LEASED,12-Feb-2008,Field Not In Use,Not Evaluated,Yes
FL3337,"4","9495 DELEGATES DR"," ","ORLANDO","ORANGE",FL,328378347, ,ACTIVE,BUILDING,43043,33,LEASED,12-Aug-2010,Field Not In Use,Not Evaluated,Yes
FL3339,"4","4014 GUNN HIGHWAY"," ","TAMPA","HILLSBOROUGH",FL,336188724, ,ACTIVE,BUILDING,12460,15,LEASED,01-Jun-1986,Field Not In Use,Not Evaluated,Yes
FL3341,"4","3036 S FALKENBURG RD"," ","RIVERVIEW","HILLSBOROUGH",FL,335782562, ,ACTIVE,BUILDING,12700,51,LEASED,01-May-2005,Field Not In Use,Not Evaluated,Yes
FL3343,"4","8860 SALROSE LN"," ","FORT MYERS","LEE",FL,339122075, ,ACTIVE,BUILDING,32246,46,LEASED,15-Apr-2011,Field Not In Use,Not Evaluated,Yes
FL3344,"4","6810 S US HIGHWAY 1"," ","PORT SAINT LUCIE","ST LUCIE",FL,349521424, ,ACTIVE,BUILDING,14295,0,LEASED,08-Oct-2010,Field Not In Use,Not Evaluated,Yes
FL3345,"4","2951 NW 27TH AVE"," ","POMPANO BEACH","BROWARD",FL,330691007, ,ACTIVE,BUILDING,110224,135,LEASED,01-Jan-2009,Field Not In Use,Not Evaluated,Yes
FL3346,"4","3500 SE COMMERCE AVE"," ","STUART","MARTIN",FL,349974922, ,ACTIVE,BUILDING,11541,17,LEASED,14-Sep-2010,Field Not In Use,Not Evaluated,Yes
FL3348,"4","11606 CITY HALL PROMENADE"," ","MIRAMAR","BROWARD",FL,33025, ,ACTIVE,BUILDING,13331,18,LEASED,01-Jun-2008,Field Not In Use,Not Evaluated,Yes
FL3350,"4","11290 OVERSEAS HWY"," ","MARATHON","MONROE",FL,330503463, ,ACTIVE,BUILDING,4557,14,LEASED,01-Jul-2001,Field Not In Use,Not Evaluated,Yes
FL3356,"4","2700 S COMMERCE PKWY"," ","WESTON","BROWARD",FL,333313615, ,ACTIVE,BUILDING,5849,7,LEASED,01-Jun-2000,Field Not In Use,Not Evaluated,Yes
FL3361,"4","11232 NW 20TH ST"," ","SWEETWATER","MIAMI-DADE",FL,331721862, ,ACTIVE,BUILDING,11039,51,LEASED,01-Feb-2003,Field Not In Use,Not Evaluated,Yes
FL3362,"4","1530 COMMONWEALTH BUSINESS DR"," ","TALLAHASSEE","LEON",FL,323033170, ,ACTIVE,BUILDING,23325,31,LEASED,12-Apr-2012,Field Not In Use,Not Evaluated,Yes
FL3363,"4","444 W RAILROAD AVE"," ","WEST PALM BEACH","PALM BEACH",FL,334014122, ,ACTIVE,BUILDING,32279,124,LEASED,01-Jun-2007,Field Not In Use,Not Evaluated,Yes
FL3364,"4","6300 WEST BAY PKWY"," ","PANAMA CITY","BAY",FL,324091148, ,ACTIVE,BUILDING,2789,2,LEASED,23-May-2010,Field Not In Use,Not Evaluated,Yes
FL3366,"4","13077 VEVERAS DR"," ","JACKSONVILLE","DUVAL",FL,322585510, ,ACTIVE,BUILDING,44616,136,LEASED,01-Jun-2005,Field Not In Use,Not Evaluated,Yes
FL3367,"4","7900 OAK LN"," ","MIAMI LAKES","MIAMI-DADE",FL,330161515, ,ACTIVE,BUILDING,17734,57,LEASED,01-Dec-2008,Field Not In Use,Not Evaluated,Yes
FL3368,"4","2151 SPINNER LN"," ","SANFORD","SEMINOLE",FL,327736814, ,ACTIVE,BUILDING,48000,7,LEASED,14-Apr-2011,Field Not In Use,Not Evaluated,Yes
FL3374,"4","2700 WESTHALL LN","SUITE 210","MAITLAND","ORANGE",FL,327517476, ,ACTIVE,BUILDING,1800,7,LEASED,13-Jul-2011,Field Not In Use,Not Evaluated,Will Conform
FL3375,"4","5629 HOOVER BLVD"," ","TAMPA","HILLSBOROUGH",FL,336345302, ,ACTIVE,BUILDING,36767,7,LEASED,14-Mar-2012,Field Not In Use,Not Evaluated,Yes
FL3376,"4","8501 W SUNRISE BLVD"," ","PLANTATION","BROWARD",FL,333224006, ,ACTIVE,BUILDING,53105,265,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3378,"4","1435 E VENICE AVE"," ","VENICE","SARASOTA",FL,342923197, ,ACTIVE,BUILDING,7348,37,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3379,"4","9043 TRADEPORT DR"," ","ORLANDO","ORANGE",FL,328275373, ,ACTIVE,BUILDING,14039,25,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3380,"4","855 SAINT JOHNS BLUFF RD N"," ","JACKSONVILLE","DUVAL",FL,322258331, ,ACTIVE,BUILDING,3100,2,LEASED,01-Aug-1946,Field Not In Use,Not Evaluated,Will Conform
FL3382,"4","3614 3RD ST W"," ","BRADENTON","MANATEE",FL,342058926, ,ACTIVE,BUILDING,8904,60,LEASED,18-Jan-2012,Field Not In Use,Not Evaluated,Yes
FL3383,"4","1600 TAMIAMI TRL"," ","PORT CHARLOTTE","CHARLOTTE",FL,339481017, ,ACTIVE,BUILDING,10241,35,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3384,"4","3601 SW 160TH AVE"," ","MIRAMAR","BROWARD",FL,330276308, ,ACTIVE,BUILDING,9206,41,LEASED,01-Oct-2006,Field Not In Use,Evaluated - Not Historic,Yes
FL3386,"4","325 JOHN KNOX RD"," ","TALLAHASSEE","LEON",FL,323034113, ,ACTIVE,BUILDING,1245,2,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL3387,"4","73 EGLIN PKWY NE"," ","FORT WALTON BEACH","OKALOOSA",FL,325484929, ,ACTIVE,BUILDING,13390,125,LEASED,01-Oct-2009,Field Not In Use,Evaluated - Not Historic,Will Conform
FL3388,"4","3215 HIGHWAY 77"," ","PANAMA CITY","BAY",FL,324055007, ,ACTIVE,BUILDING,10154,50,LEASED,01-Apr-1982,Field Not In Use,Not Evaluated,Will Conform
FL3390,"4","2450 N WEST SHORE BLVD"," ","TAMPA","HILLSBOROUGH",FL,336075700, ,ACTIVE,BUILDING,2163,3,LEASED,01-Apr-1982,Field Not In Use,Not Evaluated,Will Conform
FL3394,"4","4200 W CYPRESS ST"," ","TAMPA","HILLSBOROUGH",FL,336074156, ,ACTIVE,BUILDING,4888,4,LEASED,01-Jan-1989,Field Not In Use,Not Evaluated,Yes
FL3398,"4","4200 GEORGE J BEAN PKY"," ","TAMPA","HILLSBOROUGH",FL,336071474, ,ACTIVE,BUILDING,21820,78,LEASED,21-Jul-1972,Field Not In Use,Not Evaluated,Yes
FL3399,"4","200 GEORGE J KING BLVD"," ","CAPE CANAVERAL","BREVARD",FL,32920, ,ACTIVE,BUILDING,13673,94,LEASED,05-Jul-2012,Field Not In Use,Not Evaluated,Yes
FL3401,"4","1951 SW 18TH CT"," ","OCALA","MARION",FL,344717858, ,ACTIVE,BUILDING,5100,23,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,No
FL3402,"4","933 E SILVER SPRINGS BLVD"," ","OCALA","MARION",FL,344706707, ,ACTIVE,BUILDING,18918,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3403,"4","TERMINAL BUILDING 3000","SUITE F3552","MIAMI","MIAMI-DADE",FL,331221514, ,ACTIVE,BUILDING,2488,10,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,No
FL3405,"4","4562 NW 13TH ST"," ","GAINESVILLE","ALACHUA",FL,32605, ,ACTIVE,BUILDING,10446,52,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL3406,"4","801 BRICKELL AVE"," ","MIAMI","MIAMI-DADE",FL,331312951, ,ACTIVE,BUILDING,35699,1,LEASED,02-Dec-2013,Field Not In Use,Not Evaluated,Yes
FL3407,"4","690 SW 34TH ST"," ","FORT LAUDERDALE","BROWARD",FL,333153628, ,ACTIVE,BUILDING,7200,10,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3408,"4","16900 NW 12TH AVE"," ","MIAMI GARDENS","MIAMI-DADE",FL,331695708, ,ACTIVE,BUILDING,19905,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3409,"4","900 N 14TH ST"," ","LEESBURG","LAKE",FL,347483817, ,ACTIVE,BUILDING,11324,67,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3410,"4","2659 PROFESSIONAL CIR"," ","NAPLES","COLLIER",FL,341198092, ,ACTIVE,BUILDING,10622,45,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Will Conform
FL3411,"4","900 S PINE ISLAND RD"," ","PLANTATION","BROWARD",FL,333243920, ,ACTIVE,BUILDING,10301,24,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Yes
FL3412,"4","430 W 5TH ST"," ","PANAMA CITY","BAY",FL,324016356, ,ACTIVE,BUILDING,3900,20,LEASED,01-Jul-2007,Field Not In Use,Evaluated - Not Historic,Yes
FL3414,"4","2503 DEL PRADO BLVD S"," ","CAPE CORAL","LEE",FL,339045791, ,ACTIVE,BUILDING,2607,6,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,No
FL3422,"4","140 RICHARD JACKSON BLVD"," ","PANAMA CITY BEACH","BAY",FL,324072512, ,ACTIVE,BUILDING,6868,45,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Yes
FL3424,"4","777 S HARBOUR ISLAND BLVD","2ND FLOOR SUITE 215","TAMPA","HILLSBOROUGH",FL,336025601, ,ACTIVE,BUILDING,1445,2,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3426,"4","4030 W VINE ST"," ","KISSIMMEE","OSCEOLA",FL,347414631, ,ACTIVE,BUILDING,13224,78,LEASED,06-Oct-2023,Field Not In Use,Not Evaluated,Yes
FL3427,"4","13500 POWERS CT"," ","FORT MYERS","LEE",FL,339124503, ,ACTIVE,BUILDING,5667,16,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Yes
FL3431,"4","3924 COCONUT PALM DR"," ","TAMPA","HILLSBOROUGH",FL,336191354, ,ACTIVE,BUILDING,43610,0,LEASED,01-Sep-2023,Field Not In Use,Not Evaluated,Yes
FL3433,"4","2080 MEADOWLAND PARK BLVD","VA CBOC","LAKELAND","POLK",FL,33803, ,ACTIVE,BUILDING,111217,650,LEASED,20-Sep-2023,Field Not In Use,Evaluated - Not Historic,Yes
FL3434,"4","8451 TEMPLE TERRACE HWY"," ","TAMPA","HILLSBOROUGH",FL,33637, ,ACTIVE,BUILDING,136918,800,LEASED,03-Aug-2023,Field Not In Use,Evaluated - Not Historic,Yes
FL3435,"4","200 S ORANGE AVE"," ","ORLANDO","ORANGE",FL,328013453, ,ACTIVE,STRUCTURE,0,0,LEASED,03-Feb-1988,Field Not In Use,Evaluated - Not Historic,Yes
GA0005,"4","115 E HANCOCK AVE"," ","ATHENS","CLARKE",GA,306012776, ,ACTIVE,BUILDING,28118,16,OWNED,01-Jan-1942,Field Not In Use,National Register Listed,Will Conform
GA0007,"4","77 FORSYTH ST SW"," ","ATLANTA","FULTON",GA,303033490, ,ACTIVE,BUILDING,225229,54,OWNED,01-Jan-1933,Field Not In Use,National Register Listed,Will Conform
GA0008,"4","56 FORSYTH ST NW"," ","ATLANTA","FULTON",GA,303032218, ,ACTIVE,BUILDING,117657,10,OWNED,01-Jan-1910,Field Not In Use,National Historic Landmark,Will Conform
GA0009,"4","600 JAMES BROWN BLVD"," ","AUGUSTA","RICHMOND",GA,309012332, ,ACTIVE,BUILDING,27043,18,OWNED,01-Jan-1916,Field Not In Use,National Register Listed,Will Conform
GA0010,"4","2385 CHAMBLEE TUCKER ROAD"," ","CHAMBLEE","DEKALB",GA,303413446, ,ACTIVE,BUILDING,303392,1571,OWNED,01-Jun-1999,Field Not In Use,Not Evaluated,Will Conform
GA0011,"4","4770 BUFORD HWY"," ","CHAMBLEE","DEKALB",GA,303413717, ,ACTIVE,BUILDING,0,0,OWNED,18-Feb-1983,Field Not In Use,Not Evaluated,Will Conform
GA0012,"4","201 W BROAD AVE"," ","ALBANY","DOUGHERTY",GA,317012566, ,ACTIVE,BUILDING,41696,26,OWNED,29-Jul-2001,Field Not In Use,Not Evaluated,Will Conform
GA0017,"4","124 BARNARD ST"," ","SAVANNAH","CHATHAM",GA,314013642, ,ACTIVE,BUILDING,21825,12,OWNED,15-Jun-2021,Field Not In Use,Non-Contributing Element,Will Conform
GA0019,"4","432 S PINETREE BLVD"," ","THOMASVILLE","THOMAS",GA,31792, ,ACTIVE,BUILDING,3422,0,OWNED,16-Sep-1994,Field Not In Use,Not Evaluated,Will Conform
GA0022,"4","25 PINE ST NE"," ","ATLANTA","FULTON",GA,30308, ,ACTIVE,STRUCTURE,0,1150,OWNED,01-Oct-2001,Field Not In Use,Not Evaluated,Yes
GA0025,"4","120 12TH ST"," ","COLUMBUS","MUSCOGEE",GA,319015245, ,ACTIVE,BUILDING,37101,21,OWNED,01-Jan-1934,Field Not In Use,National Register Listed,Will Conform
GA0030,"4","96 POPLAR ST NW"," ","ATLANTA","FULTON",GA,303032120, ,ACTIVE,BUILDING,86372,21,OWNED,01-Sep-1910,Field Not In Use,National Register Listed,Yes
GA0036,"4","100 N FRANKLIN ST"," ","DUBLIN","LAURENS",GA,310216703, ,ACTIVE,BUILDING,14432,18,OWNED,01-Jan-1937,Field Not In Use,National Register Listed,Will Conform
GA0044,"4","121 SPRING ST SE"," ","GAINESVILLE","HALL",GA,305013646, ,ACTIVE,BUILDING,33908,8,OWNED,01-Jan-1910,Field Not In Use,National Register Listed,Will Conform
GA0057,"4","475 MULBERRY ST"," ","MACON","BIBB",GA,312013385, ,ACTIVE,BUILDING,51402,25,OWNED,01-Jan-1908,Field Not In Use,National Register Listed,Will Conform
GA0076,"4","1-3 EAST BAY ST"," ","SAVANNAH","CHATHAM",GA,314011224, ,ACTIVE,BUILDING,14672,10,OWNED,01-Jan-1852,Field Not In Use,National Historic Landmark,Will Conform
GA0077,"4","100 W. OGLETHORPE"," ","SAVANNAH","CHATHAM",GA,314013604, ,ACTIVE,BUILDING,143948,123,OWNED,01-Jan-1985,Field Not In Use,Non-Contributing Element,Will Conform
GA0078,"4","125 BULL ST"," ","SAVANNAH","CHATHAM",GA,314013749, ,ACTIVE,BUILDING,63463,8,OWNED,01-Jan-1899,Field Not In Use,National Historic Landmark,Will Conform
GA0080,"4","120 BARNARD ST"," ","SAVANNAH","CHATHAM",GA,314013641, ,ACTIVE,BUILDING,13688,0,OWNED,01-Jan-1985,Field Not In Use,Non-Contributing Element,Will Conform
GA0087,"4","401 W PEACHTREE ST NW"," ","ATLANTA","FULTON",GA,303083510, ,ACTIVE,BUILDING,618418,0,OWNED,01-Jan-1976,Field Not In Use,National Register Eligible,Will Conform
GA0103,"4","805 GLOUCESTER ST"," ","BRUNSWICK","GLYNN",GA,315207073, ,ACTIVE,BUILDING,48666,67,OWNED,01-Jan-1959,Field Not In Use,National Register Listed,Will Conform
GA0106,"4","4800 BUFORD HWY"," ","CHAMBLEE","DEKALB",GA,399010001, ,ACTIVE,STRUCTURE,0,629,OWNED,01-Jan-1995,Field Not In Use,Not Evaluated,Will Conform
GA0114,"4","52 MAIN ST."," ","STATESBORO","BULLOCH",GA,304581302, ,ACTIVE,BUILDING,19962,42,OWNED,01-Jan-1963,Field Not In Use,Evaluated - Not Historic,Will Conform
GA0118,"4","600 E 1ST ST"," ","ROME","FLOYD",GA,301613149, ,ACTIVE,BUILDING,63274,248,OWNED,01-Jan-1974,Field Not In Use,National Register Eligible,Will Conform
GA0121,"4","75 TED TURNER DR SW"," ","ATLANTA","FULTON",GA,303033315, ,ACTIVE,BUILDING,736608,518,OWNED,01-Jan-1979,Field Not In Use,National Register Eligible,Will Conform
GA0125,"4","18 GREENVILLE ST"," ","NEWNAN","COWETA",GA,302632602, ,ACTIVE,BUILDING,31761,67,OWNED,01-Jan-1968,Field Not In Use,National Register Eligible,Will Conform
GA0131,"4","601 TEBEAU ST"," ","WAYCROSS","WARE",GA,315014700, ,ACTIVE,BUILDING,12784,2,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
GA0134,"4","401 N PATTERSON ST"," ","VALDOSTA","LOWNDES",GA,316014627, ,ACTIVE,BUILDING,57129,108,OWNED,01-Jan-1969,Field Not In Use,National Register Eligible,Will Conform
GA0138,"4","355 E HANCOCK AVE"," ","ATHENS","CLARKE",GA,306019998, ,ACTIVE,BUILDING,60285,231,OWNED,01-Jan-1974,Field Not In Use,National Register Eligible,Will Conform
GA0147,"4","101 N 8TH ST."," ","GRIFFIN","SPALDING",GA,302239998, ,ACTIVE,BUILDING,8280,26,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
